Iteration,Agent_1,Agent_2,Agent_3
1,0.0285714285714286,0,0.0285714285714286
2,0,0,0
3,0.0526315789473684,0,0.0263157894736842
4,0.027027027027027,0,0
5,0,0.03125,0.03125
6,0,0.0285714285714286,0
7,0.0487804878048781,0.024390243902439,0.024390243902439
8,0,0,0
9,0.0625,0.03125,0
10,0.0606060606060606,0.0606060606060606,0
11,0,0.027027027027027,0
12,0.0857142857142857,0.0285714285714286,0
13,0,0,0
14,0.0333333333333333,0,0.0333333333333333
15,0,0,0
16,0,0.0526315789473684,0.0263157894736842
17,0,0,0.0303030303030303
18,0,0,0
19,0,0.0526315789473684,0
20,0.0294117647058824,0,0
21,0,0.0909090909090909,0
22,0.0645161290322581,0,0.032258064516129
23,0.0606060606060606,0.0303030303030303,0.0303030303030303
24,0.027027027027027,0.027027027027027,0
25,0,0.0294117647058824,0
26,0.0689655172413793,0,0
27,0,0.0256410256410256,0.0256410256410256
28,0.0588235294117647,0.0294117647058824,0
29,0.0625,0,0
30,0.024390243902439,0,0
31,0.0333333333333333,0,0.0666666666666667
32,0.0606060606060606,0.0303030303030303,0
33,0,0.0285714285714286,0
34,0,0.0285714285714286,0
35,0.0555555555555556,0.0277777777777778,0
36,0.027027027027027,0,0
37,0.03125,0,0.03125
38,0.0555555555555556,0.0277777777777778,0.0277777777777778
39,0.027027027027027,0.027027027027027,0.108108108108108
40,0.027027027027027,0.0540540540540541,0
41,0,0,0
42,0.0285714285714286,0.0571428571428571,0.0857142857142857
43,0.025,0.025,0.025
44,0,0.0555555555555556,0.0833333333333333
45,0,0.0571428571428571,0
46,0.025,0.025,0.05
47,0.0263157894736842,0.0263157894736842,0.0526315789473684
48,0.027027027027027,0,0
49,0,0.0263157894736842,0
50,0,0.0526315789473684,0.0263157894736842
51,0.0277777777777778,0,0.0555555555555556
52,0,0,0
53,0.0303030303030303,0,0.0303030303030303
54,0,0.0769230769230769,0.0512820512820513
55,0.025,0,0.05
56,0,0.0555555555555556,0.0277777777777778
57,0,0.0303030303030303,0.0303030303030303
58,0,0.0645161290322581,0
59,0.0285714285714286,0.0285714285714286,0.0285714285714286
60,0.0263157894736842,0,0
61,0.0238095238095238,0,0.0238095238095238
62,0,0.0256410256410256,0.0256410256410256
63,0.0555555555555556,0.0277777777777778,0.0277777777777778
64,0.025,0,0.025
65,0,0.025,0.05
66,0,0.0344827586206897,0.0689655172413793
67,0.03125,0.03125,0
68,0.024390243902439,0,0.024390243902439
69,0.0689655172413793,0,0
70,0.117647058823529,0,0.0294117647058824
71,0.0263157894736842,0,0.0263157894736842
72,0.027027027027027,0.0540540540540541,0.027027027027027
73,0.0263157894736842,0.0263157894736842,0.0263157894736842
74,0.03125,0,0.09375
75,0,0.0238095238095238,0.0476190476190476
76,0.0333333333333333,0.0666666666666667,0
77,0,0.032258064516129,0.032258064516129
78,0,0,0.024390243902439
79,0.0294117647058824,0.0294117647058824,0
80,0,0.108108108108108,0
81,0.0526315789473684,0,0.0263157894736842
82,0,0,0.0294117647058824
83,0,0.0303030303030303,0.0606060606060606
84,0.0606060606060606,0,0
85,0.0588235294117647,0.0294117647058824,0.0294117647058824
86,0.0810810810810811,0,0.0810810810810811
87,0,0.0263157894736842,0
88,0.027027027027027,0.0540540540540541,0
89,0.027027027027027,0,0.027027027027027
90,0.0285714285714286,0,0.0285714285714286
91,0.0303030303030303,0,0
92,0.0277777777777778,0.0277777777777778,0
93,0,0,0.0555555555555556
94,0.0625,0.0625,0
95,0.0303030303030303,0.0303030303030303,0.0303030303030303
96,0.0294117647058824,0.0294117647058824,0
97,0.03125,0,0.03125
98,0,0,0.024390243902439
99,0,0.025,0.05
100,0,0.0571428571428571,0.0285714285714286
101,0,0.0294117647058824,0.0294117647058824
102,0.0285714285714286,0.0285714285714286,0
103,0.0540540540540541,0.027027027027027,0.0810810810810811
104,0.0263157894736842,0,0
105,0,0,0.0857142857142857
106,0.0833333333333333,0.0277777777777778,0.0555555555555556
107,0.027027027027027,0,0
108,0.0294117647058824,0,0.0588235294117647
109,0,0,0.0277777777777778
110,0,0,0.024390243902439
111,0.0263157894736842,0.0263157894736842,0.0263157894736842
112,0.0588235294117647,0.0294117647058824,0.0882352941176471
113,0.0277777777777778,0.0833333333333333,0
114,0,0,0
115,0,0.0588235294117647,0
116,0.025,0.05,0.05
117,0,0.027027027027027,0.0810810810810811
118,0.0555555555555556,0,0.0555555555555556
119,0.03125,0.0625,0.03125
120,0.0512820512820513,0,0.0256410256410256
121,0.0294117647058824,0.0588235294117647,0.0588235294117647
122,0,0.0303030303030303,0
123,0,0,0.0540540540540541
124,0.027027027027027,0.0540540540540541,0.027027027027027
125,0.032258064516129,0,0.032258064516129
126,0,0.0285714285714286,0.0571428571428571
127,0,0.114285714285714,0
128,0.0540540540540541,0.027027027027027,0
129,0.027027027027027,0.027027027027027,0
130,0,0.0294117647058824,0.0294117647058824
131,0,0,0.0625
132,0.0333333333333333,0,0.0666666666666667
133,0,0.0238095238095238,0
134,0.0487804878048781,0,0.0487804878048781
135,0,0.027027027027027,0.027027027027027
136,0.027027027027027,0,0.027027027027027
137,0.0277777777777778,0.0555555555555556,0.0277777777777778
138,0.0277777777777778,0,0
139,0.0294117647058824,0.0294117647058824,0.0294117647058824
140,0,0.0285714285714286,0.0285714285714286
141,0,0,0.0555555555555556
142,0.0526315789473684,0.0526315789473684,0
143,0.0277777777777778,0.0277777777777778,0
144,0.0285714285714286,0.0285714285714286,0.0571428571428571
145,0,0,0.0277777777777778
146,0,0.027027027027027,0.027027027027027
147,0,0.0294117647058824,0.0294117647058824
148,0.0882352941176471,0.0294117647058824,0.0588235294117647
149,0,0,0.0588235294117647
150,0.0294117647058824,0,0
151,0.0344827586206897,0,0.0344827586206897
152,0,0,0.0333333333333333
153,0,0.0256410256410256,0.0512820512820513
154,0.0294117647058824,0,0
155,0.0882352941176471,0.0588235294117647,0.0294117647058824
156,0,0,0
157,0,0,0.0294117647058824
158,0.0277777777777778,0,0.0833333333333333
159,0.0303030303030303,0,0
160,0.0588235294117647,0,0.0294117647058824
161,0,0.0588235294117647,0.0588235294117647
162,0.0857142857142857,0.0571428571428571,0.0571428571428571
163,0.0277777777777778,0.0277777777777778,0.0555555555555556
164,0.0303030303030303,0,0.0303030303030303
165,0.0303030303030303,0,0
166,0,0.0285714285714286,0
167,0,0.0294117647058824,0.0588235294117647
168,0.0277777777777778,0,0
169,0.0303030303030303,0,0.0606060606060606
170,0,0.03125,0
171,0,0,0.0571428571428571
172,0,0,0
173,0,0,0
174,0.0294117647058824,0.0294117647058824,0
175,0.0277777777777778,0,0.0277777777777778
176,0,0.0540540540540541,0.0540540540540541
177,0,0.024390243902439,0.024390243902439
178,0,0.027027027027027,0
179,0,0.0285714285714286,0.0285714285714286
180,0,0.0882352941176471,0.0294117647058824
181,0.0526315789473684,0.0263157894736842,0
182,0,0,0.09375
183,0,0.0909090909090909,0.0303030303030303
184,0,0,0.0571428571428571
185,0,0.0571428571428571,0
186,0.0588235294117647,0,0
187,0,0.0833333333333333,0
188,0,0.027027027027027,0
189,0,0,0
190,0,0.111111111111111,0.0555555555555556
191,0.0263157894736842,0.0263157894736842,0.0263157894736842
192,0,0.0277777777777778,0.0277777777777778
193,0.0277777777777778,0,0
194,0,0.0256410256410256,0.0256410256410256
195,0.0303030303030303,0.0303030303030303,0.0303030303030303
196,0.0689655172413793,0,0.0344827586206897
197,0.0277777777777778,0.0555555555555556,0.0277777777777778
198,0,0,0
199,0.108108108108108,0,0.0540540540540541
200,0.0277777777777778,0.0277777777777778,0
201,0.03125,0.03125,0.03125
202,0,0.0294117647058824,0.0294117647058824
203,0.0285714285714286,0.0571428571428571,0
204,0,0,0.0476190476190476
205,0,0.0625,0
206,0.0512820512820513,0,0
207,0,0.0303030303030303,0
208,0.0833333333333333,0.0277777777777778,0.0277777777777778
209,0,0,0
210,0.0256410256410256,0,0.0256410256410256
211,0.032258064516129,0.0645161290322581,0
212,0.0588235294117647,0,0.0882352941176471
213,0.0303030303030303,0,0.0303030303030303
214,0,0,0.0588235294117647
215,0.0277777777777778,0.0277777777777778,0.0833333333333333
216,0.107142857142857,0.107142857142857,0.0357142857142857
217,0.0285714285714286,0,0
218,0.0526315789473684,0.0263157894736842,0.0263157894736842
219,0.0857142857142857,0.0285714285714286,0
220,0.0833333333333333,0,0
221,0.075,0.075,0.05
222,0,0,0.0285714285714286
223,0.024390243902439,0,0.0487804878048781
224,0,0,0.032258064516129
225,0.0256410256410256,0.0256410256410256,0
226,0.05,0,0
227,0.025,0,0.025
228,0,0.025,0.025
229,0,0.03125,0.0625
230,0.0285714285714286,0.0285714285714286,0
231,0.0588235294117647,0,0.0294117647058824
232,0.0294117647058824,0.0294117647058824,0.0294117647058824
233,0,0,0
234,0.025,0.025,0
235,0.0540540540540541,0,0.027027027027027
236,0.0285714285714286,0,0
237,0,0.0333333333333333,0
238,0.0571428571428571,0,0
239,0.03125,0,0
240,0.0512820512820513,0,0.0256410256410256
241,0.129032258064516,0,0.032258064516129
242,0,0,0
243,0,0.0294117647058824,0.0294117647058824
244,0.0357142857142857,0.0357142857142857,0.0357142857142857
245,0.0666666666666667,0,0
246,0.0294117647058824,0.0588235294117647,0
247,0.027027027027027,0.027027027027027,0.027027027027027
248,0,0,0.03125
249,0.0357142857142857,0,0
250,0,0,0
251,0.0571428571428571,0.0285714285714286,0.0285714285714286
252,0,0,0
253,0.0285714285714286,0,0
254,0.032258064516129,0.032258064516129,0
255,0,0,0.027027027027027
256,0.032258064516129,0.0645161290322581,0.032258064516129
257,0.027027027027027,0.0540540540540541,0
258,0.0277777777777778,0.0277777777777778,0.0555555555555556
259,0.0294117647058824,0.0294117647058824,0
260,0,0,0.0263157894736842
261,0.0526315789473684,0,0.0526315789473684
262,0.0625,0,0
263,0.0294117647058824,0,0
264,0.0625,0,0.0625
265,0.0571428571428571,0.0857142857142857,0.0285714285714286
266,0.0540540540540541,0.027027027027027,0.027027027027027
267,0.0555555555555556,0.0555555555555556,0.0277777777777778
268,0,0,0
269,0.0277777777777778,0.0555555555555556,0.0277777777777778
270,0,0,0.0277777777777778
271,0.027027027027027,0.0540540540540541,0.027027027027027
272,0,0.03125,0
273,0.0303030303030303,0.0303030303030303,0.0303030303030303
274,0.0303030303030303,0,0
275,0.027027027027027,0.0540540540540541,0
276,0,0,0
277,0.0526315789473684,0.0526315789473684,0
278,0.0588235294117647,0,0.0882352941176471
279,0.0277777777777778,0.0277777777777778,0
280,0,0,0.0277777777777778
281,0.027027027027027,0.027027027027027,0
282,0.0526315789473684,0.0263157894736842,0
283,0,0,0
284,0.0285714285714286,0.0285714285714286,0
285,0.0294117647058824,0.0294117647058824,0.0294117647058824
286,0.0526315789473684,0.0263157894736842,0
287,0.0344827586206897,0,0
288,0.0666666666666667,0,0
289,0,0,0
290,0.0697674418604651,0.0465116279069767,0.0232558139534884
291,0,0,0.0285714285714286
292,0.0285714285714286,0,0.0571428571428571
293,0.03125,0.09375,0
294,0,0.0625,0
295,0.027027027027027,0.027027027027027,0
296,0.0625,0.03125,0
297,0,0.0285714285714286,0.0285714285714286
298,0.137931034482759,0,0
299,0,0.0277777777777778,0
300,0.027027027027027,0.027027027027027,0.0540540540540541
301,0,0.05,0.025
302,0.027027027027027,0.0810810810810811,0
303,0.0285714285714286,0.0285714285714286,0
304,0.0606060606060606,0.0303030303030303,0.0606060606060606
305,0,0,0
306,0,0.0277777777777778,0.0555555555555556
307,0.0285714285714286,0.0571428571428571,0
308,0.0526315789473684,0.0263157894736842,0
309,0,0.0303030303030303,0
310,0.0606060606060606,0,0.0606060606060606
311,0,0,0.032258064516129
312,0.0294117647058824,0.0294117647058824,0
313,0.0285714285714286,0.0285714285714286,0.0285714285714286
314,0,0.0540540540540541,0.0540540540540541
315,0,0,0
316,0,0.114285714285714,0.0285714285714286
317,0.0625,0.03125,0
318,0,0.027027027027027,0.027027027027027
319,0.0588235294117647,0.0294117647058824,0.0294117647058824
320,0,0,0
321,0.032258064516129,0,0.032258064516129
322,0,0.0238095238095238,0.0238095238095238
323,0,0,0.0333333333333333
324,0,0,0
325,0,0.0606060606060606,0.0303030303030303
326,0,0,0
327,0,0.0526315789473684,0
328,0.027027027027027,0,0.0540540540540541
329,0,0.027027027027027,0
330,0.135135135135135,0.0540540540540541,0
331,0,0,0.0277777777777778
332,0,0.027027027027027,0
333,0,0,0.03125
334,0.0277777777777778,0,0.0555555555555556
335,0,0.0540540540540541,0
336,0.0384615384615385,0,0
337,0.0238095238095238,0,0.0238095238095238
338,0.0810810810810811,0.0810810810810811,0.0540540540540541
339,0,0,0
340,0.0606060606060606,0,0
341,0,0,0.0285714285714286
342,0,0,0.025
343,0.03125,0.03125,0.09375
344,0.0540540540540541,0.027027027027027,0.027027027027027
345,0.025,0.025,0.05
346,0.03125,0,0.03125
347,0,0,0
348,0,0.0588235294117647,0.0294117647058824
349,0,0.0263157894736842,0
350,0,0,0.0606060606060606
351,0.0666666666666667,0.0666666666666667,0
352,0,0,0.0606060606060606
353,0.0303030303030303,0.0303030303030303,0.0606060606060606
354,0.0689655172413793,0,0
355,0,0.0555555555555556,0.0277777777777778
356,0,0.1,0
357,0.0294117647058824,0.0294117647058824,0.0882352941176471
358,0.0285714285714286,0.0285714285714286,0.0285714285714286
359,0.0303030303030303,0,0
360,0,0.0303030303030303,0
361,0.0303030303030303,0,0
362,0,0,0.0285714285714286
363,0.0294117647058824,0.0294117647058824,0
364,0,0.0285714285714286,0.0571428571428571
365,0.0555555555555556,0.0555555555555556,0
366,0.027027027027027,0,0.027027027027027
367,0,0,0.0303030303030303
368,0.0303030303030303,0,0
369,0,0,0.032258064516129
370,0.0540540540540541,0,0
371,0.0277777777777778,0.0277777777777778,0.0555555555555556
372,0.0512820512820513,0,0
373,0.027027027027027,0,0
374,0.0303030303030303,0.0303030303030303,0.0606060606060606
375,0.0238095238095238,0.0238095238095238,0
376,0.0277777777777778,0,0.0833333333333333
377,0.0833333333333333,0,0.0555555555555556
378,0,0,0
379,0,0,0.0285714285714286
380,0,0,0.0303030303030303
381,0.0294117647058824,0.0294117647058824,0
382,0,0.027027027027027,0
383,0,0,0
384,0,0.0294117647058824,0.0294117647058824
385,0.0540540540540541,0,0.0540540540540541
386,0.0512820512820513,0,0.0512820512820513
387,0.0555555555555556,0,0.0277777777777778
388,0,0,0.0555555555555556
389,0.032258064516129,0.032258064516129,0.032258064516129
390,0.03125,0.03125,0.03125
391,0,0.0625,0
392,0.0256410256410256,0.0256410256410256,0.0256410256410256
393,0,0.0294117647058824,0.0294117647058824
394,0,0,0.03125
395,0.0689655172413793,0.0344827586206897,0.0344827586206897
396,0,0.0277777777777778,0
397,0.0303030303030303,0,0
398,0,0.0294117647058824,0.0294117647058824
399,0.0789473684210526,0,0
400,0.025,0,0.025
401,0.0555555555555556,0.0277777777777778,0
402,0,0.0256410256410256,0.0256410256410256
403,0,0,0.0882352941176471
404,0,0.117647058823529,0
405,0,0,0.03125
406,0,0.0303030303030303,0
407,0,0,0.0303030303030303
408,0.0625,0,0.03125
409,0.0625,0,0
410,0,0.0689655172413793,0
411,0,0.024390243902439,0.024390243902439
412,0.0277777777777778,0,0.0277777777777778
413,0,0,0.0526315789473684
414,0.0333333333333333,0,0.0333333333333333
415,0.024390243902439,0,0
416,0.0256410256410256,0,0
417,0,0,0.03125
418,0.0277777777777778,0.0277777777777778,0.111111111111111
419,0,0,0.105263157894737
420,0,0,0
421,0.032258064516129,0,0.032258064516129
422,0,0.0526315789473684,0
423,0.0357142857142857,0,0.0714285714285714
424,0.0606060606060606,0,0.0303030303030303
425,0,0.0512820512820513,0.0256410256410256
426,0.0303030303030303,0.0909090909090909,0.0303030303030303
427,0.03125,0.03125,0
428,0,0,0
429,0.0909090909090909,0,0.0303030303030303
430,0,0.027027027027027,0
431,0.0294117647058824,0.0294117647058824,0
432,0,0.0294117647058824,0.0294117647058824
433,0.0526315789473684,0.0526315789473684,0.0263157894736842
434,0.0303030303030303,0,0
435,0.0256410256410256,0,0.0256410256410256
436,0.0256410256410256,0.0256410256410256,0.0256410256410256
437,0,0,0.025
438,0,0.0540540540540541,0.027027027027027
439,0.0882352941176471,0.0294117647058824,0
440,0,0.027027027027027,0.0810810810810811
441,0.0285714285714286,0,0
442,0.025,0.025,0
443,0.0357142857142857,0.0357142857142857,0
444,0.0540540540540541,0.027027027027027,0
445,0,0,0.135135135135135
446,0,0,0
447,0.0833333333333333,0,0.0277777777777778
448,0.0606060606060606,0.0303030303030303,0.0303030303030303
449,0.0571428571428571,0.0285714285714286,0.0285714285714286
450,0.0555555555555556,0.0277777777777778,0
451,0.0333333333333333,0.0333333333333333,0.0333333333333333
452,0,0,0
453,0.0303030303030303,0.0303030303030303,0.0606060606060606
454,0.0285714285714286,0,0.0285714285714286
455,0,0,0
456,0.0512820512820513,0.0256410256410256,0.0512820512820513
457,0,0.025,0
458,0.025,0.05,0.05
459,0,0.0714285714285714,0
460,0,0.0277777777777778,0
461,0.0555555555555556,0,0.0555555555555556
462,0,0,0.0689655172413793
463,0.024390243902439,0,0.024390243902439
464,0.0303030303030303,0.0303030303030303,0
465,0.0555555555555556,0.0277777777777778,0.0277777777777778
466,0.027027027027027,0,0.0540540540540541
467,0.0294117647058824,0.0294117647058824,0
468,0,0.0285714285714286,0.0571428571428571
469,0,0.0588235294117647,0
470,0,0.0303030303030303,0
471,0.0303030303030303,0.0303030303030303,0.0303030303030303
472,0.032258064516129,0,0.032258064516129
473,0.03125,0,0
474,0.0294117647058824,0.0294117647058824,0
475,0.09375,0,0
476,0.0238095238095238,0,0.0238095238095238
477,0.0571428571428571,0.0285714285714286,0
478,0.0810810810810811,0.027027027027027,0.0540540540540541
479,0,0,0
480,0,0,0.0571428571428571
481,0.027027027027027,0,0.027027027027027
482,0,0,0
483,0,0.032258064516129,0
484,0,0,0.0344827586206897
485,0.03125,0.03125,0
486,0.0588235294117647,0,0.0588235294117647
487,0.027027027027027,0,0.027027027027027
488,0,0,0.0256410256410256
489,0.027027027027027,0.027027027027027,0
490,0,0,0.0232558139534884
491,0.0344827586206897,0,0.103448275862069
492,0.0294117647058824,0.0882352941176471,0.0294117647058824
493,0.0344827586206897,0,0.0689655172413793
494,0.0277777777777778,0.0277777777777778,0
495,0.0285714285714286,0,0
496,0,0.0277777777777778,0.0555555555555556
497,0.0263157894736842,0.0526315789473684,0.0263157894736842
498,0.0294117647058824,0.0294117647058824,0
499,0,0,0.027027027027027
500,0.0882352941176471,0.0294117647058824,0.117647058823529
501,0,0.0303030303030303,0
502,0,0.0571428571428571,0
503,0.03125,0.03125,0
504,0.0645161290322581,0,0.0645161290322581
505,0,0,0
506,0,0.0303030303030303,0
507,0.027027027027027,0.027027027027027,0.027027027027027
508,0.027027027027027,0.0540540540540541,0
509,0,0.0294117647058824,0
510,0.024390243902439,0,0.0731707317073171
511,0.027027027027027,0.0540540540540541,0.027027027027027
512,0.0263157894736842,0.0263157894736842,0
513,0.0625,0,0
514,0.027027027027027,0,0.027027027027027
515,0,0.0645161290322581,0.032258064516129
516,0.0285714285714286,0.0571428571428571,0.0571428571428571
517,0,0.148148148148148,0
518,0.032258064516129,0.0645161290322581,0
519,0,0.0555555555555556,0.0277777777777778
520,0.0294117647058824,0.0294117647058824,0.117647058823529
521,0.0256410256410256,0.0512820512820513,0.0256410256410256
522,0,0,0.025
523,0.0277777777777778,0,0.0277777777777778
524,0,0.025,0.05
525,0,0,0.03125
526,0,0.027027027027027,0.027027027027027
527,0.032258064516129,0,0
528,0.0294117647058824,0.0294117647058824,0
529,0.0555555555555556,0,0
530,0,0,0
531,0,0.0263157894736842,0
532,0.0294117647058824,0,0
533,0.0512820512820513,0,0.0256410256410256
534,0,0.0512820512820513,0.0256410256410256
535,0,0,0
536,0,0.027027027027027,0.027027027027027
537,0.0263157894736842,0.105263157894737,0.0526315789473684
538,0.03125,0,0.03125
539,0.032258064516129,0.032258064516129,0.032258064516129
540,0.0689655172413793,0,0.0344827586206897
541,0,0.0303030303030303,0.0606060606060606
542,0.032258064516129,0,0
543,0,0,0.027027027027027
544,0.027027027027027,0,0
545,0.0571428571428571,0,0.0285714285714286
546,0,0,0.03125
547,0.0540540540540541,0.0810810810810811,0
548,0,0,0.0285714285714286
549,0.0303030303030303,0.0303030303030303,0.0606060606060606
550,0,0.0571428571428571,0.0285714285714286
551,0.0571428571428571,0,0.0571428571428571
552,0,0,0.0303030303030303
553,0,0,0.0277777777777778
554,0.0645161290322581,0.0645161290322581,0
555,0,0.0333333333333333,0.0333333333333333
556,0.1,0.0333333333333333,0.0333333333333333
557,0.03125,0.03125,0.0625
558,0,0,0.0303030303030303
559,0,0,0
560,0,0.0277777777777778,0.0277777777777778
561,0,0.0606060606060606,0
562,0,0.0540540540540541,0.0540540540540541
563,0,0,0
564,0.0285714285714286,0.0571428571428571,0.0285714285714286
565,0.025,0,0.025
566,0.03125,0,0.03125
567,0,0.032258064516129,0
568,0,0.032258064516129,0
569,0,0.0606060606060606,0.0606060606060606
570,0.0512820512820513,0,0.0769230769230769
571,0,0.0555555555555556,0
572,0.025,0.075,0.05
573,0,0.024390243902439,0.024390243902439
